ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:NVDA180112C00165000,2018-01-08,2018-01-12,NVDA,C,4.12,7.0,56.8,57.2,-26.34,YES,57.0,1013.33,56.8,1009.78,57.2,56.8,3.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,57.0,1016.89
O:NVDA180112C00175000,2018-01-08,2018-01-12,NVDA,C,4.38,2.0,48.4,48.4,-21.87,YES,48.4,860.44,48.4,860.44,48.4,48.4,2.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,48.4,860.44
O:NVDA180112C00180000,2018-01-08,2018-01-12,NVDA,C,4.5,11.0,40.4,44.0,-19.64,YES,42.2,750.22,40.4,718.22,44.0,40.4,9.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,42.2,782.22
O:NVDA180112C00182500,2018-01-08,2018-01-12,NVDA,C,4.56,6.0,41.2,41.2,-18.53,YES,41.2,732.44,41.2,732.44,41.2,41.2,1.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,41.2,732.44
O:NVDA180112C00185000,2018-01-08,2018-01-12,NVDA,C,4.62,14.0,37.2,38.4,-17.41,YES,38.400000000000006,682.67,37.2,661.33,39.6,37.2,6.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,38.400000000000006,704.0
O:NVDA180112C00187500,2018-01-08,2018-01-12,NVDA,C,4.69,10.0,33.6,33.6,-16.29,YES,33.6,597.33,33.6,597.33,33.6,33.6,1.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,33.6,597.33
O:NVDA180112C00190000,2018-01-08,2018-01-12,NVDA,C,4.75,32.0,30.4,33.6,-15.18,YES,32.599999999999994,579.56,30.4,540.44,34.8,30.4,14.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,32.599999999999994,618.67
O:NVDA180112C00192500,2018-01-08,2018-01-12,NVDA,C,4.81,23.0,31.2,30.0,-14.06,YES,31.2,554.67,30.0,533.33,32.4,30.0,7.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,31.2,576.0
O:NVDA180112C00195000,2018-01-08,2018-01-12,NVDA,C,4.88,347.0,26.8,27.6,-12.95,YES,27.2,483.56,24.4,433.78,30.0,24.4,39.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,27.2,533.33
O:NVDA180112C00197500,2018-01-08,2018-01-12,NVDA,C,4.94,126.0,25.6,24.4,-11.83,YES,25.0,444.44,23.2,412.44,26.8,23.2,23.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,25.0,476.44
O:NVDA180112C00200000,2018-01-08,2018-01-12,NVDA,C,5.0,449.0,22.0,22.4,-10.71,YES,22.200000000000003,394.67,19.6,348.44,24.8,19.6,65.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,22.200000000000003,440.89
O:NVDA180112C00202500,2018-01-08,2018-01-12,NVDA,C,5.06,106.0,18.0,20.8,-9.6,YES,20.2,359.11,18.0,320.0,22.4,18.0,24.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,20.2,398.22
O:NVDA180112C00205000,2018-01-08,2018-01-12,NVDA,C,5.12,266.0,18.0,17.6,-8.48,YES,18.0,320.0,16.0,284.44,20.0,16.0,75.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,18.0,355.56
O:NVDA180112C00207500,2018-01-08,2018-01-12,NVDA,C,5.19,558.0,13.6,14.8,-7.37,YES,15.2,270.22,12.8,227.56,17.6,12.8,60.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,15.2,312.89
O:NVDA180112C00210000,2018-01-08,2018-01-12,NVDA,C,5.25,1452.0,10.0,12.4,-6.25,YES,12.4,220.44,9.6,170.67,15.2,9.6,204.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,12.4,270.22
O:NVDA180112C00212500,2018-01-08,2018-01-12,NVDA,C,5.31,923.0,9.2,10.4,-5.13,YES,10.4,184.89,8.0,142.22,12.8,8.0,184.0,1515387600000000000,4.0,Weekly,5.6,5.6,5.6,5.6,5.625,5.5745,5.6248,5.6248,0.0141,,,10.4,227.56
