ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:MSFT160108C00045000,2016-01-04,2016-01-08,MSFT,C,45.0,2.0,9.29,8.93,-17.88,YES,8.93,19.84,9.29,20.64,9.29,8.93,2.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00050000,2016-01-04,2016-01-08,MSFT,C,50.0,22.0,4.1,4.0,-8.76,YES,4.0,8.0,4.1,8.2,4.1,3.99,3.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00051000,2016-01-04,2016-01-08,MSFT,C,51.0,2.0,3.37,3.37,-6.93,YES,3.37,6.61,3.37,6.61,3.37,3.37,2.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00052000,2016-01-04,2016-01-08,MSFT,C,52.0,258.0,2.0,2.6,-5.11,YES,2.6,5.0,2.0,3.85,2.6,1.72,12.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00052500,2016-01-04,2016-01-08,MSFT,C,52.5,22.0,1.9,1.72,-4.2,YES,1.72,3.28,1.9,3.62,1.9,1.72,2.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00053000,2016-01-04,2016-01-08,MSFT,C,53.0,359.0,1.55,1.71,-3.28,YES,1.71,3.23,1.55,2.92,1.71,0.94,26.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00053500,2016-01-04,2016-01-08,MSFT,C,53.5,1395.0,0.95,1.48,-2.37,YES,1.48,2.77,0.95,1.78,1.48,0.66,99.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00054000,2016-01-04,2016-01-08,MSFT,C,54.0,3591.0,0.65,1.15,-1.46,YES,1.15,2.13,0.65,1.2,1.15,0.43,292.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00054500,2016-01-04,2016-01-08,MSFT,C,54.5,2641.0,0.41,0.8,-0.55,YES,0.8,1.47,0.41,0.75,0.8,0.27,209.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00055000,2016-01-04,2016-01-08,MSFT,C,55.0,5193.0,0.37,0.5,0.36,NO,0.5,0.91,0.37,0.67,0.5,0.17,382.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00055500,2016-01-04,2016-01-08,MSFT,C,55.5,983.0,0.19,0.29,1.28,NO,0.29,0.52,0.19,0.34,0.33,0.1,99.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00056000,2016-01-04,2016-01-08,MSFT,C,56.0,1658.0,0.1,0.16,2.19,NO,0.16,0.29,0.1,0.18,0.16,0.06,106.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00056500,2016-01-04,2016-01-08,MSFT,C,56.5,459.0,0.08,0.07,3.1,NO,0.07,0.12,0.08,0.14,0.08,0.04,46.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00057000,2016-01-04,2016-01-08,MSFT,C,57.0,1096.0,0.05,0.04,4.01,NO,0.04,0.07,0.05,0.09,0.05,0.02,31.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00057500,2016-01-04,2016-01-08,MSFT,C,57.5,22.0,0.03,0.02,4.93,NO,0.02,0.03,0.03,0.05,0.03,0.02,6.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00058000,2016-01-04,2016-01-08,MSFT,C,58.0,154.0,0.01,0.01,5.84,NO,0.01,0.02,0.01,0.02,0.03,0.01,6.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00058500,2016-01-04,2016-01-08,MSFT,C,58.5,3.0,0.07,0.07,6.75,NO,0.07,0.12,0.07,0.12,0.07,0.07,1.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00059000,2016-01-04,2016-01-08,MSFT,C,59.0,8.0,0.03,0.03,7.66,NO,0.03,0.05,0.03,0.05,0.03,0.03,1.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160108C00060000,2016-01-04,2016-01-08,MSFT,C,60.0,13.0,0.02,0.02,9.49,NO,0.02,0.03,0.02,0.03,0.02,0.02,1.0,1451883600000000000,4.0,Weekly,54.32,54.8,54.8,53.39,54.8,54.8,54.8,54.8
O:MSFT160129C00046000,2016-01-25,2016-01-29,MSFT,C,46.0,36.0,6.12,6.18,-11.18,YES,6.18,13.43,6.12,13.3,6.31,6.0,7.0,1453698000000000000,4.0,Weekly,51.94,51.79,52.65,51.65,51.79,51.79,52.65,51.79
O:MSFT160129C00046500,2016-01-25,2016-01-29,MSFT,C,46.5,1.0,5.82,5.82,-10.21,YES,5.82,12.52,5.82,12.52,5.82,5.82,1.0,1453698000000000000,4.0,Weekly,51.94,51.79,52.65,51.65,51.79,51.79,52.65,51.79
O:MSFT160129C00047000,2016-01-25,2016-01-29,MSFT,C,47.0,65.0,5.4,5.35,-9.25,YES,5.35,11.38,5.4,11.49,5.4,5.35,3.0,1453698000000000000,4.0,Weekly,51.94,51.79,52.65,51.65,51.79,51.79,52.65,51.79
O:MSFT160129C00048000,2016-01-25,2016-01-29,MSFT,C,48.0,52.0,4.37,4.3,-7.32,YES,4.3,8.96,4.37,9.1,4.37,4.2,4.0,1453698000000000000,4.0,Weekly,51.94,51.79,52.65,51.65,51.79,51.79,52.65,51.79
O:MSFT160129C00049000,2016-01-25,2016-01-29,MSFT,C,49.0,67.0,3.45,3.68,-5.39,YES,3.68,7.51,3.45,7.04,4.04,3.45,11.0,1453698000000000000,4.0,Weekly,51.94,51.79,52.65,51.65,51.79,51.79,52.65,51.79
O:MSFT160129C00049500,2016-01-25,2016-01-29,MSFT,C,49.5,18.0,3.45,3.0,-4.42,YES,3.0,6.06,3.45,6.97,3.5,3.0,7.0,1453698000000000000,4.0,Weekly,51.94,51.79,52.65,51.65,51.79,51.79,52.65,51.79
O:MSFT160129C00050000,2016-01-25,2016-01-29,MSFT,C,50.0,387.0,2.79,2.68,-3.46,YES,2.68,5.36,2.79,5.58,3.26,2.65,34.0,1453698000000000000,4.0,Weekly,51.94,51.79,52.65,51.65,51.79,51.79,52.65,51.79
