ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:XLF160108C00020000,2016-01-04,2016-01-08,XLF,C,16.25,1,0.81,0.81,,NO,0.81,,0.81,,0.81,0.81,1,1451883600000000000,4,Weekly,,,,,,18.1,18.57,18.57,0.02,,,0.81,
O:XLF160108C00023000,2016-01-04,2016-01-08,XLF,C,18.68,355,0.1,0.09,,NO,0.1,,0.09,,0.12,0.09,24,1451883600000000000,4,Weekly,,,,,,18.1,18.57,18.57,0.02,,,0.1,
O:XLF160108C00023500,2016-01-04,2016-01-08,XLF,C,19.09,28450,0.04,0.05,,NO,0.04,,0.03,,0.05,0.03,147,1451883600000000000,4,Weekly,,,,,,18.1,18.57,18.57,0.02,,,0.04,
O:XLF160108C00024000,2016-01-04,2016-01-08,XLF,C,19.5,560,0.01,0.01,,NO,0.02,,0.01,,0.02,0.01,13,1451883600000000000,4,Weekly,,,,,,18.1,18.57,18.57,0.02,,,0.02,
O:XLF160108C00024500,2016-01-04,2016-01-08,XLF,C,19.9,2,0.0,0.0,,NO,0.0,,0.0,,0.0,0.0,1,1451883600000000000,4,Weekly,,,,,,18.1,18.57,18.57,0.02,,,0.0,
O:XLF160108C00025000,2016-01-04,2016-01-08,XLF,C,20.31,5,0.0,0.0,,NO,0.0,,0.0,,0.0,0.0,1,1451883600000000000,4,Weekly,,,,,,18.1,18.57,18.57,0.02,,,0.0,
O:XLF160115C00015000,2016-01-11,2016-01-15,XLF,C,12.19,8,1.78,1.78,-79.44,YES,1.78,9.73,1.78,9.73,1.78,1.78,1,1452488400000000000,4,Weekly,18.2,18.13,18.24,17.95,18.24,17.55,17.63,17.63,0.02,,,1.78,9.73
O:XLF160115C00020000,2016-01-11,2016-01-15,XLF,C,16.25,247,0.56,0.56,-72.59,YES,0.52,2.87,0.48,2.65,0.56,0.48,29,1452488400000000000,4,Weekly,18.2,18.13,18.24,17.95,18.24,17.55,17.63,17.63,0.02,,,0.52,3.08
O:XLF160115C00021000,2016-01-11,2016-01-15,XLF,C,17.06,10,0.3,0.3,-71.22,YES,0.3,1.65,0.3,1.65,0.3,0.3,1,1452488400000000000,4,Weekly,18.2,18.13,18.24,17.95,18.24,17.55,17.63,17.63,0.02,,,0.3,1.65
O:XLF160115C00021500,2016-01-11,2016-01-15,XLF,C,17.47,100,0.18,0.18,-70.5,YES,0.18,1.01,0.18,1.01,0.18,0.18,2,1452488400000000000,4,Weekly,18.2,18.13,18.24,17.95,18.24,17.55,17.63,17.63,0.02,,,0.18,1.01
O:XLF160115C00022000,2016-01-11,2016-01-15,XLF,C,17.87,468,0.12,0.1,-69.85,YES,0.09,0.5,0.07,0.37,0.12,0.07,43,1452488400000000000,4,Weekly,18.2,18.13,18.24,17.95,18.24,17.55,17.63,17.63,0.02,,,0.09,0.63
