ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:JPM200221C00125000,2020-01-21,2020-02-21,JPM,C,125.0,2,13.11,13.1,-8.65,NO,13.1,10.48,13.11,10.49,13.11,13.1,2,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00129000,2020-01-21,2020-02-21,JPM,C,129.0,3,9.0,8.6,-5.73,NO,8.6,6.67,9.0,6.98,9.15,8.6,3,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00130000,2020-01-21,2020-02-21,JPM,C,130.0,37,7.9,7.8,-5.0,NO,7.8,6.0,7.9,6.08,8.35,7.55,12,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00132000,2020-01-21,2020-02-21,JPM,C,132.0,12,6.39,6.39,-3.54,NO,6.39,4.84,6.39,4.84,6.39,6.39,1,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00133000,2020-01-21,2020-02-21,JPM,C,133.0,6,6.08,5.55,-2.81,NO,5.55,4.17,6.08,4.57,6.08,5.55,2,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00134000,2020-01-21,2020-02-21,JPM,C,134.0,21,4.94,4.44,-2.08,NO,4.44,3.31,4.94,3.69,4.94,4.44,2,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00135000,2020-01-21,2020-02-21,JPM,C,135.0,96,3.85,4.1,-1.34,NO,4.1,3.04,3.85,2.85,4.42,3.75,31,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00136000,2020-01-21,2020-02-21,JPM,C,136.0,4,3.3,3.3,-0.61,NO,3.3,2.43,3.3,2.43,3.3,3.3,3,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00137000,2020-01-21,2020-02-21,JPM,C,137.0,253,2.83,2.49,0.12,NO,2.49,1.82,2.83,2.07,3.1,2.49,68,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00138000,2020-01-21,2020-02-21,JPM,C,138.0,324,2.16,2.16,0.85,NO,2.16,1.57,2.16,1.57,2.55,2.1,114,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00139000,2020-01-21,2020-02-21,JPM,C,139.0,243,1.71,1.58,1.58,NO,1.58,1.14,1.71,1.23,1.99,1.58,80,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00140000,2020-01-21,2020-02-21,JPM,C,140.0,1851,1.17,1.22,2.31,NO,1.22,0.87,1.17,0.84,1.58,1.17,191,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00141000,2020-01-21,2020-02-21,JPM,C,141.0,105,1.02,1.0,3.04,NO,1.0,0.71,1.02,0.72,1.17,0.95,24,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00142000,2020-01-21,2020-02-21,JPM,C,142.0,83,0.72,0.73,3.77,NO,0.73,0.51,0.72,0.51,0.88,0.72,22,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00143000,2020-01-21,2020-02-21,JPM,C,143.0,119,0.54,0.56,4.5,NO,0.56,0.39,0.54,0.38,0.64,0.54,36,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00144000,2020-01-21,2020-02-21,JPM,C,144.0,1968,0.43,0.42,5.23,NO,0.42,0.29,0.43,0.3,0.48,0.4,130,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00145000,2020-01-21,2020-02-21,JPM,C,145.0,1648,0.27,0.27,5.96,NO,0.27,0.19,0.27,0.19,0.35,0.26,56,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00146000,2020-01-21,2020-02-21,JPM,C,146.0,4,0.23,0.24,6.69,NO,0.24,0.16,0.23,0.16,0.24,0.23,2,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00150000,2020-01-21,2020-02-21,JPM,C,150.0,668,0.08,0.08,9.62,NO,0.08,0.05,0.08,0.05,0.08,0.06,76,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00155000,2020-01-21,2020-02-21,JPM,C,155.0,11,0.03,0.03,13.27,NO,0.03,0.02,0.03,0.02,0.03,0.02,5,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
O:JPM200221C00160000,2020-01-21,2020-02-21,JPM,C,160.0,12,0.01,0.01,16.92,NO,0.01,0.01,0.01,0.01,0.01,0.01,12,1579582800000000000,31,Monthly,137.19,136.84,138.07,136.69,136.84,136.84,138.07,136.84
